0	45	90	
Actual position	Estimated position	Particle StDev	Sensor	Particle 0 location	Particle 0 weight	Particle 1 location	Particle 1 weight	Particle 2 location	Particle 2 weight	Particle 3 location	Particle 3 weight	Particle 4 location	Particle 4 weight	Particle 5 location	Particle 5 weight	Particle 6 location	Particle 6 weight	Particle 7 location	Particle 7 weight	Particle 8 location	Particle 8 weight	Particle 9 location	Particle 9 weight	Particle 10 location	Particle 10 weight	Particle 11 location	Particle 11 weight	Particle 12 location	Particle 12 weight	Particle 13 location	Particle 13 weight	Particle 14 location	Particle 14 weight	Particle 15 location	Particle 15 weight	Particle 16 location	Particle 16 weight	Particle 17 location	Particle 17 weight	Particle 18 location	Particle 18 weight	Particle 19 location	Particle 19 weight	Particle 20 location	Particle 20 weight	Particle 21 location	Particle 21 weight	Particle 22 location	Particle 22 weight	Particle 23 location	Particle 23 weight	Particle 24 location	Particle 24 weight	Particle 25 location	Particle 25 weight	Particle 26 location	Particle 26 weight	Particle 27 location	Particle 27 weight	Particle 28 location	Particle 28 weight	Particle 29 location	Particle 29 weight	Particle 30 location	Particle 30 weight	Particle 31 location	Particle 31 weight	Particle 32 location	Particle 32 weight	Particle 33 location	Particle 33 weight	Particle 34 location	Particle 34 weight	Particle 35 location	Particle 35 weight	Particle 36 location	Particle 36 weight	Particle 37 location	Particle 37 weight	Particle 38 location	Particle 38 weight	Particle 39 location	Particle 39 weight	Particle 40 location	Particle 40 weight	Particle 41 location	Particle 41 weight	Particle 42 location	Particle 42 weight	Particle 43 location	Particle 43 weight	Particle 44 location	Particle 44 weight	Particle 45 location	Particle 45 weight	Particle 46 location	Particle 46 weight	Particle 47 location	Particle 47 weight	Particle 48 location	Particle 48 weight	Particle 49 location	Particle 49 weight	Particle 50 location	Particle 50 weight	Particle 51 location	Particle 51 weight	Particle 52 location	Particle 52 weight	Particle 53 location	Particle 53 weight	Particle 54 location	Particle 54 weight	Particle 55 location	Particle 55 weight	Particle 56 location	Particle 56 weight	Particle 57 location	Particle 57 weight	Particle 58 location	Particle 58 weight	Particle 59 location	Particle 59 weight	Particle 60 location	Particle 60 weight	Particle 61 location	Particle 61 weight	Particle 62 location	Particle 62 weight	Particle 63 location	Particle 63 weight	Particle 64 location	Particle 64 weight	Particle 65 location	Particle 65 weight	Particle 66 location	Particle 66 weight	Particle 67 location	Particle 67 weight	Particle 68 location	Particle 68 weight	Particle 69 location	Particle 69 weight	Particle 70 location	Particle 70 weight	Particle 71 location	Particle 71 weight	Particle 72 location	Particle 72 weight	Particle 73 location	Particle 73 weight	Particle 74 location	Particle 74 weight	Particle 75 location	Particle 75 weight	Particle 76 location	Particle 76 weight	Particle 77 location	Particle 77 weight	Particle 78 location	Particle 78 weight	Particle 79 location	Particle 79 weight	Particle 80 location	Particle 80 weight	Particle 81 location	Particle 81 weight	Particle 82 location	Particle 82 weight	Particle 83 location	Particle 83 weight	Particle 84 location	Particle 84 weight	Particle 85 location	Particle 85 weight	Particle 86 location	Particle 86 weight	Particle 87 location	Particle 87 weight	Particle 88 location	Particle 88 weight	Particle 89 location	Particle 89 weight	Particle 90 location	Particle 90 weight	Particle 91 location	Particle 91 weight	Particle 92 location	Particle 92 weight	Particle 93 location	Particle 93 weight	Particle 94 location	Particle 94 weight	Particle 95 location	Particle 95 weight	Particle 96 location	Particle 96 weight	Particle 97 location	Particle 97 weight	Particle 98 location	Particle 98 weight	Particle 99 location	Particle 99 weight	
235.02	234.83	0.5434	38	233.10	0.010	232.95	0.010	232.96	0.010	233.04	0.010	233.08	0.010	232.98	0.010	233.04	0.010	232.94	0.010	232.93	0.010	232.97	0.010	233.01	0.010	232.98	0.010	232.88	0.010	232.84	0.010	232.91	0.010	231.46	0.010	231.38	0.010	231.31	0.010	231.31	0.010	231.29	0.010	231.27	0.010	231.29	0.010	231.26	0.010	231.25	0.010	231.40	0.010	231.16	0.010	237.56	0.010	237.61	0.010	237.53	0.010	237.62	0.010	237.53	0.010	237.62	0.010	237.61	0.010	237.75	0.010	237.61	0.010	237.72	0.010	237.62	0.010	237.61	0.010	237.82	0.010	237.67	0.010	237.61	0.010	237.68	0.010	237.62	0.010	237.70	0.010	237.70	0.010	237.68	0.010	237.84	0.010	237.84	0.010	237.74	0.010	237.98	0.010	237.92	0.010	237.93	0.010	237.90	0.010	237.95	0.010	237.97	0.010	237.91	0.010	237.90	0.010	237.88	0.010	237.92	0.010	259.19	0.010	259.15	0.010	259.18	0.010	259.36	0.010	259.11	0.010	259.16	0.010	259.24	0.010	259.21	0.010	259.21	0.010	259.14	0.010	259.23	0.010	287.28	0.010	222.94	0.010	212.41	0.010	212.40	0.010	212.36	0.010	212.35	0.010	212.31	0.010	210.39	0.010	210.38	0.010	197.73	0.010	197.61	0.010	196.79	0.010	213.69	0.010	180.60	0.010	177.43	0.010	281.79	0.010	160.14	0.010	172.70	0.010	143.65	0.010	304.29	0.010	331.53	0.010	344.02	0.010	74.15	0.010	322.46	0.010	112.87	0.010	102.02	0.004	11.26	0.003	4.13	0.001	309.44	0.005	98.91	0.001	
242.38	242.56	0.5953	38	240.50	0.010	240.36	0.010	240.33	0.010	240.42	0.010	240.47	0.010	240.36	0.010	240.44	0.010	240.34	0.010	240.31	0.010	240.35	0.010	240.39	0.010	240.35	0.010	240.29	0.010	240.23	0.010	240.34	0.010	238.85	0.010	238.79	0.010	238.69	0.010	238.69	0.010	238.70	0.010	238.67	0.010	238.65	0.010	238.64	0.010	238.64	0.010	238.80	0.010	238.55	0.010	244.95	0.010	245.01	0.010	244.90	0.010	245.03	0.010	244.94	0.010	245.02	0.010	245.00	0.010	245.15	0.010	244.99	0.010	245.10	0.010	245.03	0.010	245.00	0.010	245.22	0.010	245.07	0.010	245.01	0.010	245.07	0.010	245.04	0.010	245.10	0.010	245.08	0.010	54.21	0.005	245.21	0.010	245.23	0.010	245.12	0.010	245.39	0.010	245.30	0.010	245.33	0.010	245.28	0.010	245.34	0.010	245.35	0.010	245.30	0.010	245.32	0.010	245.28	0.010	245.31	0.010	266.59	0.010	266.57	0.010	266.57	0.010	266.74	0.010	266.54	0.010	266.56	0.010	266.63	0.010	266.59	0.010	266.61	0.010	266.54	0.010	266.62	0.010	294.70	0.010	230.34	0.010	219.79	0.010	219.80	0.010	219.77	0.010	219.73	0.010	219.72	0.010	217.78	0.010	217.78	0.010	205.14	0.010	205.00	0.010	204.18	0.010	221.09	0.010	187.98	0.010	184.82	0.010	289.14	0.010	167.53	0.010	180.09	0.010	151.05	0.010	311.65	0.010	338.93	0.010	351.40	0.010	329.88	0.010	120.27	0.010	316.86	0.010	109.43	0.010	18.63	0.010	106.26	0.010	11.53	0.003	81.54	0.001	
249.72	250.24	0.6328	38	247.90	0.010	247.75	0.010	247.73	0.010	247.82	0.010	247.85	0.010	247.75	0.010	247.84	0.010	247.76	0.010	247.71	0.010	247.73	0.010	247.77	0.010	247.74	0.010	247.69	0.010	247.61	0.010	247.72	0.010	246.25	0.010	246.19	0.010	246.10	0.010	246.10	0.010	246.10	0.010	246.07	0.010	246.05	0.010	246.05	0.010	246.02	0.010	101.87	0.005	245.97	0.010	252.37	0.010	252.41	0.010	252.27	0.010	252.43	0.010	252.35	0.010	252.41	0.010	252.41	0.010	252.55	0.010	252.39	0.010	252.50	0.010	252.40	0.010	252.37	0.010	252.62	0.010	252.48	0.010	252.38	0.010	252.45	0.010	252.42	0.010	252.48	0.010	252.49	0.010	252.60	0.010	252.64	0.010	252.50	0.010	252.79	0.010	252.68	0.010	252.72	0.010	252.68	0.010	252.73	0.010	252.73	0.010	252.71	0.010	252.72	0.010	252.66	0.010	252.71	0.010	273.98	0.010	273.97	0.010	273.96	0.010	274.12	0.010	273.93	0.010	273.95	0.010	274.02	0.010	274.01	0.010	274.00	0.010	273.95	0.010	274.02	0.010	302.09	0.010	237.70	0.010	227.18	0.010	227.19	0.010	227.16	0.010	227.11	0.010	227.10	0.010	225.17	0.010	225.17	0.010	212.51	0.010	212.40	0.010	211.60	0.010	228.51	0.010	195.36	0.010	192.23	0.010	296.53	0.010	174.95	0.010	187.48	0.010	158.44	0.010	319.02	0.010	346.31	0.010	358.80	0.010	337.26	0.010	127.68	0.010	324.28	0.010	116.78	0.010	26.04	0.010	113.67	0.010	61.59	0.010	18.91	0.010	88.92	0.001	
257.17	256.12	0.6280	38	255.30	0.010	255.17	0.010	143.14	0.005	255.23	0.010	255.26	0.010	255.15	0.010	255.23	0.010	255.16	0.010	255.08	0.010	255.15	0.010	255.17	0.010	255.13	0.010	255.05	0.010	255.03	0.010	255.09	0.010	253.65	0.010	253.57	0.010	253.48	0.010	253.48	0.010	253.52	0.010	253.47	0.010	253.45	0.010	253.45	0.010	253.41	0.010	253.36	0.010	259.75	0.010	259.83	0.010	259.67	0.010	259.85	0.010	259.73	0.010	259.79	0.010	259.83	0.010	259.96	0.010	259.78	0.010	259.91	0.010	259.79	0.010	259.78	0.010	260.01	0.010	259.86	0.010	259.78	0.010	259.82	0.010	259.82	0.010	259.86	0.010	259.87	0.010	259.98	0.010	260.04	0.010	259.89	0.010	260.18	0.010	260.07	0.010	260.13	0.010	260.08	0.010	260.11	0.010	260.11	0.010	260.11	0.010	260.11	0.010	260.06	0.010	260.12	0.010	281.38	0.010	281.36	0.010	281.37	0.010	281.51	0.010	281.31	0.010	281.35	0.010	281.42	0.010	281.40	0.010	281.42	0.010	281.34	0.010	281.41	0.010	309.49	0.010	245.13	0.010	234.57	0.010	234.58	0.010	234.55	0.010	234.53	0.010	234.52	0.010	232.57	0.010	232.54	0.010	219.90	0.010	219.81	0.010	219.00	0.010	235.89	0.010	202.77	0.010	199.63	0.010	303.94	0.010	182.34	0.010	194.88	0.010	165.85	0.010	326.42	0.010	353.71	0.010	344.64	0.010	135.06	0.010	331.64	0.010	124.15	0.010	121.05	0.010	69.00	0.010	26.31	0.010	109.27	0.010	33.43	0.004	6.21	0.001	96.31	0.001	
264.47	262.67	0.6089	38	262.69	0.010	262.58	0.010	262.63	0.010	262.63	0.010	262.56	0.010	262.63	0.010	262.55	0.010	262.48	0.010	262.56	0.010	262.56	0.010	262.53	0.010	262.46	0.010	262.44	0.010	262.48	0.010	261.06	0.010	260.96	0.010	260.88	0.010	260.89	0.010	260.91	0.010	260.86	0.010	260.86	0.010	260.82	0.010	260.81	0.010	260.73	0.010	267.13	0.010	267.21	0.010	267.08	0.010	267.24	0.010	267.12	0.010	267.16	0.010	267.25	0.010	267.32	0.010	267.16	0.010	267.31	0.010	267.21	0.010	267.16	0.010	267.37	0.010	267.27	0.010	267.19	0.010	267.21	0.010	267.20	0.010	267.28	0.010	267.25	0.010	267.39	0.010	267.42	0.010	267.31	0.010	267.57	0.010	267.45	0.010	267.53	0.010	267.46	0.010	267.53	0.010	267.51	0.010	267.51	0.010	267.50	0.010	267.44	0.010	267.53	0.010	288.78	0.010	288.76	0.010	288.77	0.010	288.89	0.010	288.70	0.010	288.77	0.010	288.81	0.010	288.79	0.010	288.81	0.010	288.74	0.010	288.83	0.010	316.89	0.010	252.53	0.010	241.95	0.010	241.98	0.010	241.95	0.010	241.93	0.010	241.92	0.010	239.97	0.010	239.94	0.010	227.29	0.010	227.22	0.010	226.38	0.010	243.27	0.010	210.14	0.010	207.06	0.010	311.34	0.010	189.73	0.010	202.26	0.010	173.24	0.010	333.83	0.010	352.03	0.010	142.46	0.010	339.04	0.010	131.55	0.010	128.43	0.010	116.65	0.010	232.46	0.005	103.72	0.008	76.42	0.008	13.59	0.008	33.72	0.003	1.13	0.001	40.81	0.001	
271.93	270.12	0.6012	38	270.07	0.010	269.95	0.010	270.01	0.010	270.01	0.010	269.95	0.010	270.01	0.010	269.93	0.010	269.88	0.010	269.96	0.010	269.94	0.010	269.92	0.010	269.88	0.010	269.82	0.010	269.86	0.010	326.06	0.005	268.37	0.010	268.28	0.010	268.30	0.010	268.34	0.010	268.26	0.010	268.26	0.010	268.24	0.010	268.20	0.010	268.14	0.010	274.53	0.010	274.61	0.010	274.49	0.010	274.65	0.010	274.51	0.010	274.57	0.010	274.63	0.010	274.73	0.010	274.54	0.010	274.70	0.010	274.61	0.010	274.56	0.010	274.77	0.010	274.68	0.010	274.59	0.010	274.62	0.010	274.59	0.010	274.69	0.010	274.64	0.010	274.78	0.010	274.82	0.010	274.68	0.010	274.95	0.010	274.82	0.010	274.92	0.010	274.85	0.010	274.91	0.010	274.92	0.010	274.92	0.010	274.92	0.010	274.85	0.010	274.95	0.010	296.19	0.010	296.15	0.010	296.16	0.010	296.24	0.010	296.09	0.010	296.16	0.010	296.20	0.010	296.19	0.010	296.23	0.010	296.16	0.010	296.18	0.010	324.28	0.010	259.95	0.010	249.34	0.010	249.35	0.010	249.36	0.010	249.31	0.010	249.32	0.010	247.37	0.010	247.33	0.010	234.69	0.010	234.62	0.010	233.77	0.010	250.64	0.010	217.55	0.010	214.47	0.010	318.74	0.010	197.13	0.010	209.64	0.010	180.65	0.010	341.20	0.010	359.42	0.010	149.87	0.010	346.45	0.010	138.94	0.010	135.81	0.010	124.03	0.010	111.10	0.010	20.98	0.010	239.84	0.010	83.82	0.001	41.12	0.001	8.53	0.001	48.18	0.001	
279.24	277.80	0.6183	38	277.44	0.010	277.35	0.010	277.41	0.010	277.41	0.010	277.36	0.010	277.39	0.010	277.33	0.010	277.28	0.010	277.35	0.010	277.32	0.010	277.31	0.010	277.26	0.010	277.22	0.010	277.25	0.010	275.78	0.010	275.68	0.010	275.70	0.010	275.72	0.010	275.63	0.010	275.64	0.010	275.62	0.010	275.60	0.010	275.54	0.010	281.92	0.010	282.01	0.010	281.88	0.010	282.05	0.010	281.90	0.010	281.95	0.010	282.05	0.010	282.10	0.010	281.93	0.010	282.10	0.010	282.01	0.010	281.94	0.010	282.15	0.010	282.07	0.010	281.95	0.010	282.01	0.010	281.98	0.010	282.11	0.010	282.01	0.010	282.18	0.010	282.23	0.010	282.08	0.010	282.35	0.010	282.23	0.010	282.33	0.010	282.23	0.010	282.31	0.010	282.30	0.010	282.30	0.010	282.33	0.010	282.23	0.010	282.31	0.010	303.59	0.010	303.55	0.010	53.32	0.005	303.65	0.010	303.49	0.010	303.58	0.010	303.60	0.010	303.60	0.010	303.65	0.010	303.57	0.010	303.57	0.010	331.68	0.010	267.35	0.010	256.74	0.010	256.77	0.010	256.77	0.010	256.71	0.010	256.71	0.010	254.77	0.010	254.73	0.010	242.08	0.010	242.01	0.010	241.15	0.010	258.04	0.010	224.95	0.010	221.86	0.010	326.13	0.010	204.52	0.010	217.02	0.010	188.04	0.010	348.61	0.010	157.23	0.010	353.85	0.010	146.31	0.010	143.19	0.010	131.41	0.010	118.46	0.010	28.38	0.010	247.20	0.010	333.43	0.010	15.93	0.010	55.57	0.002	6.81	0.001	91.22	0.001	48.51	0.001	
286.71	284.94	0.6474	38	284.85	0.010	284.75	0.010	284.80	0.010	284.81	0.010	284.79	0.010	284.79	0.010	284.72	0.010	284.67	0.010	284.75	0.010	284.75	0.010	284.70	0.010	284.63	0.010	284.62	0.010	284.67	0.010	283.17	0.010	283.05	0.010	283.08	0.010	283.14	0.010	283.02	0.010	283.04	0.010	283.02	0.010	283.00	0.010	282.93	0.010	289.30	0.010	289.40	0.010	289.30	0.010	289.45	0.010	289.28	0.010	289.37	0.010	289.46	0.010	289.50	0.010	289.33	0.010	289.49	0.010	289.38	0.010	289.33	0.010	289.53	0.010	289.50	0.010	289.32	0.010	289.42	0.010	289.38	0.010	289.50	0.010	289.40	0.010	289.56	0.010	144.73	0.005	289.48	0.010	289.71	0.010	289.62	0.010	289.71	0.010	289.65	0.010	289.71	0.010	289.70	0.010	289.71	0.010	289.69	0.010	289.61	0.010	289.71	0.010	310.97	0.010	310.93	0.010	311.04	0.010	310.90	0.010	310.96	0.010	311.03	0.010	311.02	0.010	311.05	0.010	310.98	0.010	310.95	0.010	339.07	0.010	274.75	0.010	264.12	0.010	264.17	0.010	264.16	0.010	264.09	0.010	264.10	0.010	262.17	0.010	262.13	0.010	249.47	0.010	249.42	0.010	248.54	0.010	265.44	0.010	232.35	0.010	229.27	0.010	333.54	0.010	211.94	0.010	224.42	0.010	195.41	0.010	356.01	0.010	164.61	0.010	153.72	0.010	150.55	0.010	138.79	0.010	125.87	0.010	254.58	0.010	340.83	0.010	23.31	0.010	60.73	0.010	62.97	0.010	14.22	0.009	55.89	0.002	1.22	0.001	35.80	0.001	98.62	0.001	
294.14	292.65	0.6808	38	292.26	0.010	292.15	0.010	292.21	0.010	292.23	0.010	292.18	0.010	292.21	0.010	292.09	0.010	292.08	0.010	292.13	0.010	292.15	0.010	292.07	0.010	292.03	0.010	292.01	0.010	292.08	0.010	290.59	0.010	290.43	0.010	290.48	0.010	290.53	0.010	290.40	0.010	290.43	0.010	290.42	0.010	290.41	0.010	290.33	0.010	296.72	0.010	296.78	0.010	296.70	0.010	296.86	0.010	296.68	0.010	296.76	0.010	296.83	0.010	296.87	0.010	296.73	0.010	296.91	0.010	296.76	0.010	296.72	0.010	296.94	0.010	296.89	0.010	296.70	0.010	296.82	0.010	296.77	0.010	296.91	0.010	296.78	0.010	296.97	0.010	296.87	0.010	297.09	0.010	297.01	0.010	297.08	0.010	297.04	0.010	297.09	0.010	297.09	0.010	297.12	0.010	297.09	0.010	297.00	0.010	297.10	0.010	318.36	0.010	318.35	0.010	318.45	0.010	318.28	0.010	318.36	0.010	318.40	0.010	318.42	0.010	318.44	0.010	318.37	0.010	318.36	0.010	346.44	0.010	282.13	0.010	271.50	0.010	271.57	0.010	271.56	0.010	271.50	0.010	271.48	0.010	269.55	0.010	269.55	0.010	256.88	0.010	256.82	0.010	255.94	0.010	272.84	0.010	306.35	0.005	236.65	0.010	340.95	0.010	219.31	0.010	231.82	0.010	202.82	0.010	172.00	0.010	161.11	0.010	157.95	0.010	146.20	0.010	133.24	0.010	261.99	0.010	348.23	0.010	68.16	0.010	70.40	0.010	21.59	0.010	152.14	0.010	63.29	0.010	106.01	0.010	30.73	0.009	3.41	0.001	8.62	0.001	43.16	0.001	
301.44	300.05	0.6795	38	299.67	0.010	299.54	0.010	299.60	0.010	299.61	0.010	299.56	0.010	299.61	0.010	299.48	0.010	299.50	0.010	299.51	0.010	299.56	0.010	299.47	0.010	299.44	0.010	299.41	0.010	299.46	0.010	297.95	0.010	297.83	0.010	297.88	0.010	297.94	0.010	297.79	0.010	297.84	0.010	297.82	0.010	297.80	0.010	297.72	0.010	304.11	0.010	304.18	0.010	304.08	0.010	304.24	0.010	304.09	0.010	304.17	0.010	304.22	0.010	304.29	0.010	304.10	0.010	304.32	0.010	304.14	0.010	304.12	0.010	304.34	0.010	304.29	0.010	304.12	0.010	304.21	0.010	304.18	0.010	304.29	0.010	304.19	0.010	304.39	0.010	304.26	0.010	304.47	0.010	304.39	0.010	304.50	0.010	304.45	0.010	304.49	0.010	304.47	0.010	103.82	0.005	304.47	0.010	304.40	0.010	304.49	0.010	325.75	0.010	325.74	0.010	325.85	0.010	325.67	0.010	325.77	0.010	325.80	0.010	325.81	0.010	325.84	0.010	325.74	0.010	325.76	0.010	353.82	0.010	289.55	0.010	278.90	0.010	278.96	0.010	278.97	0.010	278.91	0.010	278.89	0.010	276.95	0.010	276.95	0.010	264.28	0.010	264.23	0.010	263.34	0.010	280.26	0.010	244.07	0.010	348.35	0.010	226.72	0.010	239.22	0.010	210.20	0.010	179.40	0.010	168.52	0.010	165.34	0.010	153.60	0.010	140.63	0.010	269.40	0.010	355.62	0.010	29.00	0.010	159.53	0.010	70.68	0.010	113.42	0.010	313.74	0.010	16.01	0.010	75.55	0.009	77.82	0.005	10.81	0.002	38.12	0.001	50.58	0.001	
308.83	305.44	0.6592	38	307.06	0.011	306.94	0.011	306.99	0.011	306.99	0.011	306.98	0.011	306.99	0.011	306.87	0.011	306.90	0.011	306.93	0.011	306.95	0.011	306.90	0.011	306.80	0.011	296.27	0.005	306.86	0.011	305.36	0.011	305.25	0.011	305.30	0.011	305.33	0.011	305.17	0.011	305.23	0.011	305.22	0.011	305.19	0.011	305.12	0.011	311.49	0.011	311.58	0.011	311.49	0.011	311.66	0.011	311.50	0.011	311.55	0.011	311.62	0.011	311.69	0.011	311.47	0.011	311.72	0.011	311.53	0.011	311.53	0.011	311.73	0.011	311.71	0.011	311.53	0.011	311.58	0.011	311.57	0.011	311.69	0.011	311.57	0.011	311.77	0.011	311.64	0.011	311.86	0.011	311.82	0.011	311.87	0.011	311.85	0.011	311.87	0.011	311.88	0.011	311.84	0.011	311.80	0.011	311.85	0.011	333.14	0.011	333.14	0.011	333.22	0.011	333.06	0.011	333.15	0.011	333.20	0.011	333.19	0.011	333.21	0.011	333.13	0.011	333.14	0.011	296.95	0.011	286.32	0.011	286.35	0.011	286.38	0.011	286.31	0.011	286.29	0.011	284.36	0.011	284.33	0.011	271.66	0.011	271.62	0.011	270.74	0.011	287.64	0.011	251.43	0.011	355.75	0.011	234.12	0.011	246.62	0.011	217.60	0.011	186.80	0.011	175.92	0.011	172.74	0.011	160.99	0.011	148.03	0.011	276.79	0.011	166.93	0.011	120.80	0.011	321.13	0.011	23.40	0.011	111.21	0.011	18.20	0.011	57.97	0.007	78.08	0.005	1.22	0.001	3.02	0.001	36.39	0.001	82.96	0.001	85.19	0.001	45.54	0.001	
316.27	311.38	0.6589	38	314.42	0.011	314.34	0.011	314.40	0.011	314.38	0.011	314.37	0.011	314.38	0.011	314.27	0.011	314.30	0.011	314.32	0.011	314.35	0.011	314.31	0.011	314.19	0.011	314.27	0.011	312.79	0.011	312.66	0.011	312.69	0.011	312.74	0.011	312.57	0.011	312.62	0.011	312.60	0.011	312.60	0.011	312.52	0.011	318.87	0.011	318.97	0.011	318.88	0.011	319.03	0.011	318.90	0.011	318.95	0.011	319.00	0.011	319.09	0.011	318.86	0.011	319.12	0.011	318.90	0.011	318.92	0.011	319.15	0.011	319.10	0.011	318.92	0.011	318.98	0.011	318.96	0.011	319.08	0.011	318.98	0.011	319.15	0.011	319.03	0.011	319.23	0.011	319.22	0.011	319.26	0.011	319.26	0.011	319.25	0.011	319.27	0.011	319.23	0.011	319.20	0.011	319.22	0.011	340.55	0.011	340.53	0.011	340.62	0.011	340.44	0.011	340.54	0.011	340.58	0.011	340.60	0.011	340.57	0.011	340.52	0.011	232.81	0.005	304.35	0.011	293.72	0.011	293.72	0.011	293.79	0.011	293.70	0.011	293.69	0.011	291.76	0.011	291.72	0.011	279.04	0.011	279.01	0.011	278.13	0.011	295.05	0.011	258.85	0.011	241.53	0.011	254.01	0.011	224.98	0.011	194.18	0.011	183.35	0.011	180.14	0.011	168.40	0.011	155.43	0.011	284.18	0.011	174.33	0.011	128.18	0.011	328.51	0.011	118.59	0.011	25.59	0.011	65.35	0.011	303.62	0.011	30.79	0.009	10.42	0.001	3.15	0.001	85.49	0.001	8.60	0.001	43.78	0.001	90.37	0.001	92.58	0.001	52.93	0.001	
323.58	319.23	0.6785	38	321.83	0.011	321.73	0.011	321.80	0.011	321.76	0.011	321.77	0.011	321.77	0.011	321.68	0.011	321.67	0.011	321.72	0.011	321.75	0.011	321.70	0.011	321.59	0.011	321.66	0.011	320.18	0.011	320.05	0.011	320.09	0.011	320.14	0.011	319.98	0.011	320.01	0.011	320.00	0.011	319.98	0.011	319.91	0.011	326.27	0.011	326.35	0.011	326.28	0.011	326.46	0.011	326.28	0.011	326.33	0.011	326.39	0.011	326.48	0.011	326.26	0.011	326.49	0.011	326.32	0.011	326.31	0.011	326.54	0.011	326.52	0.011	326.33	0.011	326.36	0.011	326.35	0.011	326.46	0.011	326.40	0.011	326.54	0.011	326.43	0.011	326.64	0.011	326.59	0.011	326.66	0.011	326.64	0.011	326.64	0.011	326.68	0.011	326.63	0.011	326.58	0.011	326.58	0.011	347.95	0.011	347.93	0.011	348.01	0.011	347.83	0.011	347.93	0.011	347.98	0.011	347.99	0.011	347.96	0.011	347.90	0.011	311.75	0.011	301.08	0.011	301.13	0.011	301.16	0.011	301.10	0.011	301.07	0.011	299.15	0.011	299.12	0.011	286.42	0.011	286.39	0.011	285.54	0.011	202.99	0.005	266.24	0.011	248.91	0.011	261.40	0.011	232.37	0.011	201.56	0.011	190.75	0.011	187.55	0.011	175.80	0.011	162.83	0.011	291.56	0.011	181.74	0.011	135.56	0.011	335.92	0.011	125.99	0.011	72.77	0.011	310.99	0.011	240.22	0.011	17.79	0.011	15.96	0.011	60.31	0.011	32.96	0.005	10.54	0.002	38.17	0.001	92.89	0.001	51.19	0.001	97.75	0.001	99.99	0.001	
330.94	326.43	0.7047	38	329.21	0.010	329.12	0.010	329.20	0.010	329.14	0.010	329.16	0.010	329.16	0.010	329.10	0.010	329.07	0.010	329.11	0.010	329.15	0.010	329.07	0.010	328.98	0.010	329.03	0.010	327.57	0.010	327.43	0.010	327.49	0.010	327.51	0.010	327.34	0.010	327.40	0.010	327.41	0.010	327.36	0.010	327.30	0.010	333.68	0.010	333.76	0.010	333.65	0.010	333.86	0.010	333.67	0.010	333.70	0.010	333.79	0.010	333.86	0.010	333.65	0.010	333.89	0.010	333.72	0.010	333.68	0.010	333.93	0.010	333.93	0.010	333.71	0.010	333.80	0.010	333.73	0.010	333.84	0.010	333.80	0.010	333.96	0.010	333.83	0.010	333.99	0.010	333.96	0.010	334.07	0.010	334.04	0.010	334.01	0.010	334.07	0.010	334.02	0.010	333.99	0.010	333.96	0.010	355.33	0.010	355.30	0.010	355.42	0.010	355.24	0.010	355.33	0.010	355.37	0.010	355.38	0.010	355.37	0.010	355.31	0.010	319.15	0.010	308.48	0.010	308.53	0.010	308.56	0.010	308.51	0.010	308.47	0.010	306.55	0.010	306.51	0.010	293.83	0.010	293.82	0.010	292.93	0.010	273.61	0.010	256.31	0.010	268.80	0.010	239.75	0.010	208.96	0.010	198.15	0.010	194.94	0.010	183.21	0.010	170.23	0.010	298.97	0.010	189.14	0.010	142.96	0.010	343.28	0.010	133.38	0.010	318.41	0.010	247.63	0.010	25.17	0.010	23.38	0.010	67.69	0.010	210.38	0.010	17.93	0.010	105.13	0.010	107.39	0.010	272.30	0.005	100.28	0.001	80.19	0.001	40.36	0.001	45.56	0.001	
338.22	329.80	0.7398	38	336.61	0.011	336.51	0.011	336.60	0.011	336.51	0.011	336.54	0.011	336.55	0.011	336.52	0.011	336.47	0.011	336.51	0.011	336.56	0.011	336.43	0.011	336.38	0.011	336.43	0.011	334.97	0.011	334.82	0.011	334.89	0.011	334.92	0.011	334.71	0.011	334.81	0.011	334.80	0.011	334.75	0.011	334.68	0.011	341.06	0.011	341.15	0.011	341.06	0.011	341.26	0.011	341.09	0.011	341.09	0.011	341.18	0.011	341.24	0.011	341.06	0.011	341.29	0.011	341.11	0.011	341.10	0.011	341.34	0.011	341.30	0.011	341.13	0.011	341.19	0.011	341.13	0.011	341.23	0.011	341.21	0.011	341.34	0.011	341.24	0.011	341.38	0.011	341.36	0.011	341.47	0.011	83.89	0.005	341.40	0.011	341.47	0.011	341.40	0.011	341.37	0.011	341.35	0.011	326.57	0.011	315.84	0.011	315.89	0.011	315.94	0.011	315.89	0.011	315.89	0.011	313.93	0.011	313.93	0.011	301.25	0.011	301.23	0.011	300.35	0.011	281.02	0.011	263.72	0.011	276.19	0.011	247.15	0.011	216.33	0.011	205.52	0.011	202.32	0.011	190.58	0.011	177.62	0.011	306.37	0.011	196.52	0.011	150.34	0.011	350.66	0.011	140.78	0.011	325.77	0.011	255.04	0.011	217.76	0.011	25.32	0.011	112.51	0.011	114.80	0.011	279.69	0.011	107.69	0.011	75.09	0.011	30.76	0.010	32.57	0.006	2.71	0.001	2.67	0.001	2.82	0.001	2.64	0.001	2.72	0.001	2.74	0.001	2.78	0.001	2.75	0.001	2.69	0.001	87.59	0.001	47.74	0.001	52.96	0.001	
