0	45	90	
Actual position	Estimated position	Particle StDev	Sensor	Particle 0 location	Particle 0 weight	Particle 1 location	Particle 1 weight	Particle 2 location	Particle 2 weight	Particle 3 location	Particle 3 weight	Particle 4 location	Particle 4 weight	Particle 5 location	Particle 5 weight	Particle 6 location	Particle 6 weight	Particle 7 location	Particle 7 weight	Particle 8 location	Particle 8 weight	Particle 9 location	Particle 9 weight	Particle 10 location	Particle 10 weight	Particle 11 location	Particle 11 weight	Particle 12 location	Particle 12 weight	Particle 13 location	Particle 13 weight	Particle 14 location	Particle 14 weight	Particle 15 location	Particle 15 weight	Particle 16 location	Particle 16 weight	Particle 17 location	Particle 17 weight	Particle 18 location	Particle 18 weight	Particle 19 location	Particle 19 weight	Particle 20 location	Particle 20 weight	Particle 21 location	Particle 21 weight	Particle 22 location	Particle 22 weight	Particle 23 location	Particle 23 weight	Particle 24 location	Particle 24 weight	Particle 25 location	Particle 25 weight	Particle 26 location	Particle 26 weight	Particle 27 location	Particle 27 weight	Particle 28 location	Particle 28 weight	Particle 29 location	Particle 29 weight	Particle 30 location	Particle 30 weight	Particle 31 location	Particle 31 weight	Particle 32 location	Particle 32 weight	Particle 33 location	Particle 33 weight	Particle 34 location	Particle 34 weight	Particle 35 location	Particle 35 weight	Particle 36 location	Particle 36 weight	Particle 37 location	Particle 37 weight	Particle 38 location	Particle 38 weight	Particle 39 location	Particle 39 weight	Particle 40 location	Particle 40 weight	Particle 41 location	Particle 41 weight	Particle 42 location	Particle 42 weight	Particle 43 location	Particle 43 weight	Particle 44 location	Particle 44 weight	Particle 45 location	Particle 45 weight	Particle 46 location	Particle 46 weight	Particle 47 location	Particle 47 weight	Particle 48 location	Particle 48 weight	Particle 49 location	Particle 49 weight	Particle 50 location	Particle 50 weight	Particle 51 location	Particle 51 weight	Particle 52 location	Particle 52 weight	Particle 53 location	Particle 53 weight	Particle 54 location	Particle 54 weight	Particle 55 location	Particle 55 weight	Particle 56 location	Particle 56 weight	Particle 57 location	Particle 57 weight	Particle 58 location	Particle 58 weight	Particle 59 location	Particle 59 weight	Particle 60 location	Particle 60 weight	Particle 61 location	Particle 61 weight	Particle 62 location	Particle 62 weight	Particle 63 location	Particle 63 weight	Particle 64 location	Particle 64 weight	Particle 65 location	Particle 65 weight	Particle 66 location	Particle 66 weight	Particle 67 location	Particle 67 weight	Particle 68 location	Particle 68 weight	Particle 69 location	Particle 69 weight	Particle 70 location	Particle 70 weight	Particle 71 location	Particle 71 weight	Particle 72 location	Particle 72 weight	Particle 73 location	Particle 73 weight	Particle 74 location	Particle 74 weight	Particle 75 location	Particle 75 weight	Particle 76 location	Particle 76 weight	Particle 77 location	Particle 77 weight	Particle 78 location	Particle 78 weight	Particle 79 location	Particle 79 weight	Particle 80 location	Particle 80 weight	Particle 81 location	Particle 81 weight	Particle 82 location	Particle 82 weight	Particle 83 location	Particle 83 weight	Particle 84 location	Particle 84 weight	Particle 85 location	Particle 85 weight	Particle 86 location	Particle 86 weight	Particle 87 location	Particle 87 weight	Particle 88 location	Particle 88 weight	Particle 89 location	Particle 89 weight	Particle 90 location	Particle 90 weight	Particle 91 location	Particle 91 weight	Particle 92 location	Particle 92 weight	Particle 93 location	Particle 93 weight	Particle 94 location	Particle 94 weight	Particle 95 location	Particle 95 weight	Particle 96 location	Particle 96 weight	Particle 97 location	Particle 97 weight	Particle 98 location	Particle 98 weight	Particle 99 location	Particle 99 weight	
12.80	64.46	0.6759	65	102.23	0.016	102.22	0.016	102.22	0.016	102.21	0.016	59.05	0.014	59.05	0.014	59.07	0.014	59.07	0.014	11.17	0.013	11.15	0.013	11.15	0.013	11.15	0.013	15.82	0.011	16.13	0.011	16.13	0.011	16.09	0.011	16.11	0.011	15.80	0.011	15.78	0.011	15.80	0.011	105.89	0.011	105.89	0.011	105.93	0.011	105.91	0.011	62.55	0.011	62.55	0.011	62.56	0.011	62.55	0.011	108.27	0.011	108.29	0.011	108.27	0.011	108.29	0.011	109.48	0.011	109.47	0.011	109.44	0.011	109.48	0.011	283.18	0.011	66.12	0.011	66.13	0.011	66.12	0.011	66.13	0.011	296.62	0.011	296.59	0.011	296.61	0.011	296.61	0.011	8.58	0.009	9.45	0.009	44.63	0.009	87.83	0.009	87.86	0.009	87.87	0.009	87.84	0.009	189.70	0.005	44.65	0.009	44.64	0.009	9.45	0.009	9.44	0.009	9.46	0.009	8.55	0.009	8.58	0.009	8.54	0.009	91.45	0.009	91.46	0.009	91.43	0.009	91.46	0.009	91.55	0.009	91.58	0.009	91.55	0.009	91.55	0.009	99.31	0.009	99.31	0.009	99.29	0.009	99.34	0.009	48.12	0.009	48.12	0.009	48.11	0.009	48.12	0.009	98.81	0.009	98.79	0.009	98.81	0.009	98.81	0.009	41.03	0.009	41.04	0.009	41.05	0.009	85.13	0.009	85.13	0.009	85.07	0.009	85.12	0.009	84.14	0.009	84.18	0.009	84.18	0.009	84.15	0.009	83.93	0.009	83.93	0.009	83.93	0.009	83.94	0.009	37.41	0.008	37.39	0.008	37.38	0.008	37.41	0.008	
20.26	68.03	0.7668	38	109.65	0.016	109.63	0.016	109.65	0.016	109.61	0.016	66.43	0.016	66.46	0.016	66.48	0.016	66.47	0.016	18.57	0.016	18.54	0.016	18.53	0.016	18.57	0.016	23.20	0.016	23.51	0.016	23.51	0.016	23.49	0.016	23.52	0.016	23.18	0.016	23.18	0.016	23.18	0.016	113.30	0.016	113.31	0.016	113.34	0.016	113.30	0.016	69.94	0.016	69.93	0.016	69.93	0.016	69.94	0.016	115.66	0.016	115.69	0.016	115.68	0.016	115.68	0.016	116.86	0.016	116.86	0.016	116.84	0.016	116.87	0.016	290.57	0.016	73.51	0.016	73.55	0.016	73.50	0.016	73.53	0.016	303.98	0.016	303.95	0.016	304.02	0.016	304.01	0.016	15.97	0.016	16.85	0.016	114.01	0.005	16.83	0.016	16.88	0.016	15.97	0.016	15.99	0.016	15.94	0.016	106.70	0.016	106.71	0.016	106.67	0.016	106.70	0.016	106.23	0.016	106.19	0.016	106.22	0.016	106.20	0.016	197.11	0.016	55.53	0.002	55.53	0.002	55.52	0.002	55.50	0.002	52.03	0.001	95.21	0.001	95.23	0.001	95.26	0.001	95.23	0.001	52.05	0.001	52.04	0.001	98.83	0.001	98.86	0.001	98.82	0.001	98.86	0.001	98.96	0.001	98.97	0.001	98.91	0.001	98.96	0.001	48.43	0.001	48.44	0.001	48.46	0.001	92.53	0.001	92.51	0.001	92.46	0.001	92.53	0.001	91.55	0.001	91.58	0.001	91.58	0.001	91.56	0.001	91.32	0.001	91.33	0.001	91.33	0.001	91.34	0.001	44.81	0.001	44.78	0.001	44.77	0.001	44.78	0.001	
27.63	80.33	0.7418	38	117.04	0.014	117.04	0.014	117.02	0.014	117.01	0.014	73.83	0.014	73.86	0.014	73.88	0.014	73.84	0.014	25.93	0.014	25.95	0.014	25.93	0.014	25.96	0.014	120.69	0.014	120.71	0.014	120.73	0.014	120.71	0.014	123.04	0.014	123.08	0.014	123.10	0.014	123.09	0.014	124.24	0.014	124.23	0.014	124.26	0.014	124.25	0.014	297.96	0.014	311.37	0.014	311.34	0.014	311.40	0.014	311.39	0.014	23.36	0.014	24.23	0.014	24.23	0.014	24.26	0.014	23.34	0.014	23.39	0.014	23.34	0.014	114.09	0.014	114.10	0.014	114.06	0.014	114.10	0.014	113.61	0.014	113.60	0.014	113.62	0.014	113.59	0.014	204.50	0.014	121.42	0.014	62.92	0.014	62.91	0.014	62.94	0.014	62.88	0.014	106.24	0.014	106.24	0.014	106.21	0.014	106.25	0.014	106.35	0.014	106.39	0.014	106.33	0.014	106.36	0.014	30.57	0.012	30.58	0.012	30.59	0.012	30.59	0.012	59.46	0.012	59.45	0.012	59.41	0.012	30.88	0.011	5.29	0.005	30.90	0.011	30.91	0.011	77.31	0.008	77.34	0.008	77.34	0.008	77.34	0.008	102.64	0.007	102.63	0.007	102.61	0.007	102.61	0.007	55.86	0.003	55.84	0.003	55.84	0.003	80.90	0.001	80.96	0.001	80.88	0.001	80.95	0.001	99.91	0.001	99.91	0.001	99.84	0.001	99.92	0.001	98.95	0.001	98.97	0.001	98.99	0.001	98.96	0.001	98.70	0.001	98.71	0.001	98.71	0.001	98.74	0.001	52.21	0.001	52.19	0.001	52.17	0.001	52.18	0.001	
35.16	59.47	0.4282	100	81.22	0.014	81.25	0.014	81.27	0.014	81.22	0.014	37.97	0.014	37.99	0.014	37.99	0.014	37.99	0.014	38.27	0.014	38.30	0.014	38.28	0.014	84.72	0.014	84.74	0.014	84.75	0.014	84.72	0.014	88.31	0.013	88.36	0.013	88.26	0.013	88.32	0.013	33.36	0.009	33.34	0.009	33.33	0.009	33.29	0.009	12.71	0.007	31.65	0.005	31.62	0.005	31.62	0.005	358.02	0.005	30.74	0.003	30.74	0.003	30.73	0.003	59.57	0.002	59.57	0.002	59.57	0.002	59.57	0.002	59.57	0.002	59.57	0.002	59.57	0.002	30.73	0.003	30.73	0.003	30.74	0.003	30.74	0.003	30.74	0.003	30.74	0.003	30.76	0.003	30.76	0.003	31.62	0.005	31.62	0.005	31.62	0.005	31.62	0.005	31.65	0.005	31.65	0.005	12.71	0.007	12.71	0.007	33.29	0.009	33.29	0.009	33.33	0.009	33.33	0.009	33.34	0.009	33.34	0.009	33.36	0.009	33.36	0.009	88.32	0.013	88.32	0.013	88.26	0.013	88.26	0.013	88.36	0.013	88.36	0.013	88.31	0.013	88.31	0.013	84.72	0.014	84.72	0.014	84.75	0.014	84.75	0.014	84.74	0.014	84.74	0.014	84.72	0.014	84.72	0.014	38.28	0.014	38.28	0.014	38.30	0.014	38.30	0.014	38.27	0.014	38.27	0.014	37.99	0.014	37.99	0.014	37.99	0.014	37.99	0.014	37.99	0.014	37.99	0.014	37.97	0.014	37.97	0.014	81.22	0.014	81.22	0.014	81.27	0.014	81.27	0.014	81.25	0.014	81.25	0.014	81.22	0.014	81.22	0.014	
42.55	61.18	0.4312	100	88.60	0.011	88.63	0.011	88.66	0.011	88.60	0.011	88.62	0.011	88.60	0.011	88.68	0.011	88.68	0.011	88.65	0.011	88.65	0.011	88.63	0.011	88.61	0.011	45.35	0.011	45.38	0.011	45.38	0.011	45.37	0.011	45.37	0.011	45.40	0.011	45.38	0.011	45.38	0.011	45.40	0.011	45.38	0.011	45.36	0.011	45.38	0.011	45.66	0.011	45.65	0.011	45.68	0.011	45.69	0.011	45.71	0.011	45.70	0.011	45.68	0.011	45.69	0.011	45.68	0.011	92.12	0.011	92.12	0.011	92.10	0.011	92.12	0.011	92.14	0.011	92.17	0.011	92.12	0.011	92.13	0.011	92.12	0.011	117.48	0.005	92.09	0.011	92.14	0.011	95.71	0.011	95.75	0.011	95.64	0.011	95.71	0.011	95.71	0.011	95.72	0.011	95.68	0.011	95.65	0.011	95.75	0.011	95.75	0.011	95.70	0.011	95.71	0.011	40.72	0.011	40.75	0.011	40.77	0.011	40.72	0.011	40.70	0.011	40.74	0.011	40.74	0.011	40.69	0.011	40.71	0.011	40.70	0.011	40.70	0.011	40.73	0.011	39.06	0.011	39.05	0.011	39.05	0.011	39.00	0.011	39.05	0.011	39.00	0.011	39.01	0.011	39.00	0.011	39.02	0.011	5.40	0.011	38.15	0.011	38.15	0.011	38.13	0.011	38.12	0.011	38.15	0.011	38.15	0.011	38.15	0.011	38.16	0.011	38.13	0.011	38.12	0.011	38.12	0.011	20.10	0.001	20.12	0.001	20.11	0.001	66.96	0.001	66.98	0.001	66.97	0.001	66.96	0.001	66.97	0.001	66.94	0.001	66.97	0.001	
50.17	66.11	0.4195	100	96.00	0.012	96.04	0.012	96.06	0.012	95.98	0.012	96.04	0.012	95.98	0.012	96.07	0.012	96.11	0.012	96.04	0.012	96.03	0.012	96.05	0.012	95.98	0.012	52.74	0.012	52.78	0.012	52.77	0.012	52.79	0.012	52.76	0.012	52.78	0.012	52.78	0.012	52.75	0.012	52.80	0.012	52.78	0.012	52.76	0.012	52.77	0.012	53.06	0.012	53.04	0.012	53.12	0.012	53.08	0.012	53.09	0.012	53.07	0.012	53.09	0.012	53.09	0.012	53.05	0.012	99.52	0.012	99.52	0.012	99.50	0.012	99.51	0.012	99.52	0.012	99.55	0.012	99.54	0.012	99.53	0.012	99.48	0.012	99.50	0.012	99.53	0.012	48.15	0.012	48.15	0.012	48.15	0.012	48.11	0.012	48.10	0.012	48.12	0.012	48.12	0.012	48.10	0.012	48.08	0.012	48.09	0.012	48.10	0.012	48.14	0.012	46.46	0.012	46.45	0.012	172.00	0.005	46.40	0.012	46.43	0.012	46.39	0.012	46.40	0.012	46.41	0.012	46.45	0.012	45.56	0.012	45.53	0.012	45.50	0.012	45.52	0.012	45.55	0.012	45.53	0.012	45.53	0.012	45.56	0.012	45.51	0.012	45.51	0.012	45.51	0.012	12.80	0.006	103.03	0.005	103.06	0.005	103.07	0.005	103.10	0.005	103.10	0.005	103.10	0.005	103.12	0.005	103.13	0.005	103.13	0.005	103.13	0.005	103.15	0.005	103.15	0.005	124.88	0.001	27.47	0.001	27.53	0.001	27.50	0.001	74.35	0.001	74.38	0.001	74.38	0.001	74.35	0.001	74.38	0.001	74.32	0.001	74.38	0.001	
57.40	77.12	0.4662	70	103.36	0.014	103.38	0.014	103.38	0.014	103.39	0.014	103.41	0.014	103.44	0.014	103.44	0.014	103.44	0.014	103.46	0.014	103.46	0.014	103.46	0.014	103.50	0.014	55.55	0.011	55.54	0.011	55.54	0.011	55.54	0.011	55.52	0.011	55.51	0.011	55.50	0.011	55.50	0.011	55.50	0.011	55.49	0.011	55.48	0.011	311.05	0.005	34.86	0.010	34.89	0.010	53.86	0.010	53.85	0.010	53.83	0.010	53.84	0.010	53.79	0.010	53.80	0.010	53.81	0.010	53.83	0.010	52.96	0.010	52.92	0.010	52.91	0.010	52.90	0.010	52.96	0.010	52.94	0.010	52.90	0.010	52.96	0.010	52.91	0.010	52.90	0.010	52.91	0.010	34.94	0.010	81.75	0.009	81.76	0.009	81.76	0.009	81.74	0.009	81.78	0.009	81.75	0.009	81.76	0.009	60.16	0.009	60.18	0.009	60.16	0.009	60.20	0.009	60.14	0.009	60.17	0.009	60.21	0.009	60.15	0.009	60.19	0.009	60.18	0.009	60.14	0.009	60.17	0.009	60.44	0.009	60.44	0.009	60.49	0.009	60.46	0.009	60.49	0.009	60.44	0.009	60.47	0.009	60.49	0.009	60.46	0.009	106.91	0.009	106.90	0.009	106.90	0.009	106.91	0.009	106.93	0.009	106.93	0.009	106.94	0.009	106.95	0.009	106.86	0.009	106.93	0.009	106.93	0.009	20.20	0.009	110.42	0.009	110.46	0.009	110.45	0.009	110.48	0.009	110.48	0.009	110.51	0.009	110.51	0.009	110.51	0.009	110.53	0.009	110.51	0.009	179.40	0.009	110.53	0.009	110.54	0.009	132.29	0.009	
64.61	84.89	0.5010	38	110.77	0.011	110.76	0.011	110.77	0.011	110.79	0.011	110.78	0.011	110.81	0.011	110.82	0.011	110.84	0.011	110.86	0.011	110.85	0.011	110.85	0.011	110.91	0.011	62.92	0.011	62.96	0.011	62.92	0.011	62.96	0.011	62.91	0.011	62.91	0.011	62.87	0.011	62.88	0.011	62.89	0.011	62.86	0.011	62.88	0.011	182.09	0.005	61.24	0.011	61.19	0.011	61.27	0.011	61.16	0.011	61.19	0.011	61.20	0.011	61.22	0.011	60.34	0.011	60.33	0.011	60.29	0.011	60.31	0.011	60.34	0.011	60.32	0.011	60.30	0.011	60.36	0.011	60.31	0.011	60.29	0.011	60.32	0.011	67.58	0.011	67.59	0.011	67.53	0.011	67.58	0.011	67.54	0.011	67.59	0.011	67.58	0.011	67.55	0.011	67.60	0.011	67.58	0.011	67.53	0.011	67.56	0.011	67.84	0.011	67.82	0.011	67.89	0.011	67.87	0.011	67.87	0.011	67.83	0.011	67.87	0.011	67.88	0.011	67.84	0.011	114.32	0.011	114.27	0.011	114.31	0.011	114.31	0.011	114.34	0.011	114.32	0.011	114.31	0.011	114.34	0.011	114.25	0.011	114.32	0.011	114.31	0.011	27.58	0.011	117.83	0.011	117.83	0.011	117.84	0.011	117.87	0.011	117.84	0.011	117.89	0.011	117.89	0.011	117.88	0.011	117.95	0.011	117.91	0.011	186.78	0.011	117.92	0.011	117.95	0.011	139.67	0.011	318.43	0.011	42.26	0.001	42.30	0.001	42.32	0.001	89.14	0.001	89.13	0.001	89.16	0.001	89.14	0.001	89.19	0.001	89.14	0.001	89.16	0.001	
72.07	93.45	0.5084	38	118.17	0.011	118.14	0.011	118.17	0.011	118.20	0.011	118.18	0.011	118.22	0.011	118.17	0.011	118.24	0.011	118.23	0.011	118.25	0.011	118.26	0.011	118.31	0.011	70.32	0.011	70.36	0.011	70.31	0.011	70.35	0.011	70.32	0.011	70.32	0.011	70.26	0.011	70.29	0.011	70.29	0.011	70.25	0.011	70.27	0.011	68.63	0.011	68.59	0.011	68.67	0.011	68.55	0.011	68.59	0.011	68.58	0.011	68.62	0.011	67.75	0.011	67.74	0.011	67.69	0.011	67.69	0.011	67.75	0.011	67.68	0.011	47.74	0.005	67.75	0.011	67.72	0.011	67.69	0.011	67.72	0.011	75.00	0.011	74.99	0.011	74.91	0.011	74.99	0.011	74.95	0.011	74.95	0.011	74.93	0.011	74.98	0.011	74.99	0.011	74.93	0.011	74.93	0.011	121.74	0.011	121.66	0.011	121.72	0.011	121.73	0.011	121.74	0.011	121.69	0.011	121.72	0.011	121.74	0.011	121.66	0.011	121.72	0.011	121.71	0.011	125.22	0.011	125.23	0.011	125.23	0.011	125.27	0.011	125.26	0.011	125.24	0.011	125.29	0.011	125.27	0.011	125.34	0.011	125.29	0.011	194.21	0.011	125.29	0.011	125.34	0.011	147.07	0.011	325.80	0.011	75.00	0.011	189.50	0.011	75.23	0.011	75.23	0.011	75.23	0.011	75.24	0.011	75.25	0.011	75.27	0.011	75.28	0.011	75.28	0.011	75.32	0.011	34.97	0.001	49.65	0.001	49.70	0.001	49.69	0.001	96.52	0.001	96.52	0.001	96.57	0.001	96.54	0.001	96.57	0.001	96.54	0.001	96.56	0.001	
79.51	79.14	0.2361	93	55.14	0.013	82.39	0.013	82.40	0.013	82.34	0.013	82.40	0.013	82.37	0.013	82.35	0.013	82.30	0.013	82.38	0.013	82.38	0.013	303.77	0.005	82.31	0.013	82.42	0.013	82.63	0.013	82.60	0.013	82.63	0.013	82.64	0.013	82.66	0.013	82.66	0.013	82.66	0.013	82.68	0.013	82.72	0.013	42.36	0.013	57.05	0.010	57.09	0.010	57.10	0.010	77.77	0.010	77.74	0.010	77.72	0.010	77.72	0.010	77.70	0.010	77.70	0.010	77.69	0.010	77.68	0.010	77.67	0.010	77.64	0.010	77.63	0.010	76.06	0.005	103.90	0.005	103.90	0.005	103.92	0.005	76.02	0.005	103.93	0.005	76.01	0.005	103.94	0.005	103.95	0.005	75.99	0.005	75.99	0.005	75.97	0.005	103.98	0.005	103.98	0.005	75.97	0.005	75.99	0.005	75.99	0.005	103.95	0.005	103.94	0.005	76.01	0.005	103.93	0.005	76.02	0.005	103.92	0.005	103.90	0.005	103.90	0.005	76.06	0.005	77.63	0.010	77.64	0.010	77.67	0.010	77.68	0.010	77.69	0.010	77.70	0.010	77.70	0.010	77.72	0.010	77.72	0.010	77.74	0.010	77.77	0.010	57.10	0.010	57.09	0.010	57.05	0.010	42.36	0.013	82.72	0.013	82.68	0.013	82.66	0.013	82.66	0.013	82.66	0.013	82.64	0.013	82.63	0.013	82.60	0.013	82.63	0.013	82.42	0.013	82.31	0.013	82.30	0.013	82.38	0.013	82.38	0.013	82.30	0.013	82.35	0.013	82.37	0.013	82.40	0.013	82.34	0.013	82.40	0.013	82.39	0.013	55.14	0.013	
87.22	86.36	0.1869	100	89.79	0.013	310.05	0.005	89.73	0.013	89.79	0.013	89.78	0.013	89.73	0.013	89.70	0.013	89.77	0.013	89.78	0.013	89.71	0.013	89.73	0.013	89.70	0.013	89.78	0.013	89.78	0.013	89.70	0.013	89.74	0.013	89.78	0.013	89.81	0.013	89.76	0.013	89.78	0.013	89.81	0.013	89.81	0.013	89.83	0.013	90.02	0.013	90.04	0.013	90.00	0.013	90.04	0.013	90.00	0.013	89.99	0.013	90.05	0.013	90.01	0.013	90.04	0.013	90.06	0.013	90.04	0.013	90.05	0.013	90.06	0.013	90.05	0.013	90.08	0.013	90.11	0.013	90.09	0.013	90.13	0.013	49.75	0.013	49.73	0.013	85.17	0.013	85.14	0.013	85.12	0.013	85.13	0.013	85.12	0.013	85.11	0.013	85.12	0.013	85.13	0.013	85.10	0.013	85.09	0.013	85.07	0.013	85.09	0.013	85.07	0.013	85.10	0.013	85.06	0.013	85.10	0.013	85.06	0.013	85.06	0.013	85.03	0.013	85.03	0.013	85.03	0.013	85.01	0.013	83.46	0.013	83.46	0.013	83.41	0.013	83.43	0.013	83.39	0.013	83.42	0.013	83.37	0.013	83.38	0.013	83.39	0.013	83.42	0.013	83.33	0.013	83.39	0.013	62.53	0.001	62.52	0.001	64.42	0.001	64.47	0.001	64.48	0.001	64.48	0.001	64.48	0.001	64.50	0.001	111.31	0.001	111.33	0.001	111.28	0.001	111.29	0.001	111.32	0.001	111.30	0.001	111.31	0.001	111.35	0.001	111.32	0.001	111.32	0.001	111.32	0.001	111.35	0.001	111.38	0.001	111.40	0.001	311.18	0.001	
94.64	94.16	0.1340	100	97.19	0.013	97.15	0.013	97.19	0.013	97.16	0.013	97.12	0.013	97.10	0.013	97.16	0.013	97.19	0.013	97.12	0.013	97.14	0.013	97.08	0.013	97.18	0.013	97.16	0.013	97.11	0.013	97.13	0.013	97.17	0.013	97.19	0.013	97.14	0.013	97.18	0.013	97.20	0.013	97.19	0.013	97.23	0.013	97.42	0.013	97.39	0.013	97.38	0.013	97.44	0.013	97.39	0.013	97.38	0.013	97.44	0.013	97.40	0.013	97.41	0.013	97.45	0.013	97.45	0.013	97.44	0.013	97.47	0.013	97.42	0.013	97.47	0.013	97.49	0.013	97.46	0.013	97.52	0.013	92.55	0.013	92.53	0.013	92.52	0.013	92.53	0.013	92.50	0.013	92.51	0.013	92.52	0.013	92.52	0.013	92.51	0.013	92.47	0.013	92.47	0.013	92.48	0.013	92.46	0.013	92.51	0.013	92.48	0.013	92.51	0.013	92.45	0.013	92.46	0.013	92.42	0.013	92.43	0.013	92.43	0.013	92.41	0.013	90.84	0.013	90.86	0.013	90.79	0.013	90.81	0.013	90.78	0.013	90.82	0.013	90.77	0.013	90.76	0.013	90.80	0.013	90.83	0.013	56.24	0.005	90.78	0.013	57.15	0.008	57.15	0.008	317.45	0.001	69.94	0.001	69.90	0.001	71.83	0.001	71.86	0.001	71.86	0.001	71.87	0.001	71.88	0.001	71.89	0.001	118.71	0.001	118.72	0.001	118.68	0.001	118.72	0.001	118.71	0.001	118.68	0.001	118.69	0.001	118.76	0.001	118.71	0.001	118.70	0.001	118.73	0.001	118.76	0.001	118.76	0.001	118.79	0.001	318.56	0.001	
102.02	100.79	0.3447	74	77.32	0.016	77.26	0.016	79.21	0.014	79.25	0.013	79.26	0.013	79.26	0.013	79.28	0.013	79.29	0.013	99.93	0.011	99.92	0.011	99.92	0.011	99.92	0.011	99.88	0.011	99.89	0.011	99.91	0.011	99.94	0.011	99.90	0.011	99.86	0.011	99.87	0.011	99.86	0.011	99.86	0.011	99.91	0.011	99.88	0.011	99.91	0.011	99.86	0.011	99.85	0.011	99.81	0.011	99.82	0.011	99.84	0.011	238.15	0.005	98.25	0.011	98.24	0.011	98.18	0.011	98.19	0.011	98.19	0.011	98.23	0.011	98.14	0.011	98.16	0.011	98.21	0.011	98.24	0.011	98.18	0.011	104.49	0.010	104.49	0.010	104.50	0.010	104.51	0.010	104.52	0.010	104.53	0.010	104.54	0.010	104.54	0.010	104.55	0.010	104.55	0.010	104.55	0.010	104.55	0.010	104.57	0.010	104.57	0.010	104.57	0.010	104.57	0.010	104.58	0.010	104.58	0.010	104.59	0.010	104.59	0.010	104.60	0.010	104.61	0.010	104.78	0.009	104.79	0.009	104.79	0.009	104.80	0.009	104.80	0.009	104.80	0.009	104.82	0.009	104.82	0.009	104.84	0.009	104.84	0.009	104.84	0.009	104.85	0.009	104.85	0.009	104.86	0.009	104.86	0.009	104.88	0.009	104.88	0.009	104.91	0.009	64.56	0.008	64.53	0.008	63.65	0.008	324.83	0.008	126.11	0.008	126.12	0.008	126.06	0.008	126.14	0.008	126.12	0.008	126.06	0.008	126.07	0.008	126.18	0.008	126.12	0.008	126.07	0.008	126.14	0.008	126.12	0.008	126.14	0.008	126.20	0.008	325.94	0.008	
109.38	111.63	0.3868	38	107.32	0.011	107.29	0.011	107.29	0.011	107.31	0.011	107.27	0.011	107.29	0.011	107.30	0.011	107.31	0.011	107.30	0.011	107.27	0.011	107.27	0.011	107.24	0.011	107.27	0.011	107.29	0.011	107.26	0.011	107.32	0.011	107.26	0.011	107.25	0.011	107.22	0.011	107.22	0.011	107.24	0.011	105.66	0.011	105.63	0.011	105.58	0.011	105.60	0.011	105.57	0.011	105.62	0.011	105.49	0.011	105.54	0.011	105.57	0.011	105.64	0.011	105.57	0.011	111.88	0.011	111.89	0.011	111.89	0.011	111.90	0.011	111.92	0.011	111.92	0.011	111.91	0.011	111.92	0.011	111.97	0.011	111.95	0.011	111.95	0.011	111.93	0.011	111.96	0.011	111.95	0.011	111.95	0.011	111.95	0.011	111.96	0.011	111.97	0.011	111.96	0.011	111.97	0.011	112.00	0.011	112.01	0.011	112.17	0.011	112.20	0.011	112.20	0.011	112.18	0.011	112.20	0.011	112.20	0.011	112.20	0.011	112.23	0.011	112.23	0.011	112.22	0.011	112.22	0.011	112.23	0.011	112.23	0.011	112.27	0.011	112.26	0.011	112.27	0.011	112.28	0.011	112.31	0.011	71.96	0.011	71.93	0.011	71.04	0.011	332.24	0.011	133.50	0.011	133.55	0.011	133.43	0.011	133.54	0.011	133.51	0.011	133.44	0.011	133.44	0.011	133.55	0.011	133.51	0.011	133.48	0.011	133.53	0.011	161.60	0.005	133.55	0.011	133.57	0.011	333.35	0.011	245.56	0.011	84.73	0.001	84.67	0.001	86.62	0.001	86.67	0.001	86.63	0.001	86.66	0.001	86.67	0.001	86.67	0.001	
116.82	120.08	0.3885	38	114.71	0.011	114.67	0.011	114.68	0.011	114.69	0.011	114.67	0.011	114.70	0.011	114.71	0.011	114.70	0.011	114.70	0.011	114.67	0.011	114.64	0.011	114.63	0.011	114.67	0.011	114.68	0.011	114.67	0.011	114.71	0.011	114.62	0.011	114.64	0.011	114.61	0.011	114.63	0.011	114.64	0.011	113.07	0.011	113.02	0.011	112.95	0.011	112.99	0.011	112.98	0.011	113.05	0.011	112.90	0.011	112.95	0.011	112.95	0.011	113.04	0.011	112.95	0.011	119.28	0.011	119.28	0.011	119.28	0.011	119.28	0.011	119.30	0.011	119.34	0.011	119.29	0.011	119.33	0.011	119.34	0.011	119.35	0.011	119.36	0.011	119.30	0.011	119.35	0.011	119.34	0.011	119.35	0.011	119.34	0.011	119.31	0.011	119.38	0.011	119.36	0.011	119.37	0.011	119.38	0.011	119.39	0.011	119.56	0.011	119.58	0.011	119.58	0.011	119.59	0.011	119.59	0.011	119.61	0.011	119.63	0.011	59.11	0.005	119.61	0.011	119.61	0.011	119.63	0.011	119.64	0.011	119.61	0.011	119.65	0.011	119.66	0.011	119.69	0.011	119.66	0.011	119.71	0.011	339.60	0.011	140.91	0.011	140.94	0.011	140.82	0.011	140.94	0.011	140.90	0.011	140.82	0.011	140.85	0.011	140.94	0.011	140.90	0.011	140.88	0.011	140.93	0.011	140.95	0.011	140.95	0.011	340.70	0.011	252.95	0.011	169.00	0.011	78.42	0.004	79.32	0.002	79.37	0.002	92.11	0.001	92.10	0.001	94.02	0.001	94.08	0.001	94.02	0.001	94.06	0.001	94.06	0.001	94.09	0.001	
